,Name,Date,Content
7358,·鸡翅·,2022年12月28日 07:19  来自 iPhone客户端,永远  会想到部门 个人，阳  个  没阳，结果却因为部门开窗通风把 送走 昨天一天一直  发烧，一直发冷，一整天 热 起来，头超级超级疼疼  像有人拿锤子一直 锤 一样，腰跟屁股疼 一呼吸 像 断掉 一样，吃 两颗布洛芬 没有用这辈子第一次感觉自己好像真  死 ，一整天
7359,今天又吃了点啥子,2022年12月27日 20:54  来自 iPhone客户端,第①③⓪⓪天，又 炒细面啦～·昨晚十点 到 睡 ， 一整天还 很困  本来暖气 很足，又 通风，热烘烘 ，整个人根本睁 开眼睛  有 同事本来好 差 多 ， 又感觉 舒服，请假回家后又烧到 度，有点害怕 ·这个病 ，感觉一时半会很难养好 ·晚安西西
7366,马东不是阿姨丶,2022年12月27日 17:37  来自 Flyme,分 个东西，能让 到现 还没中招 原因  这个口罩卡扣，口罩勒 更紧 防护性  好很多，而且 会耳朵疼， 使用，当然，最主  还  通风， 那几个小姑娘穿 少然后天天关窗开空调， 🐏 才怪，还好 经常 呆
7367,五號猪包,2022年12月27日 16:10  来自 iPhone客户端,谁再关窗户，劳资直接骂  四五十个人  一天到晚 开窗户通风，怕  脑子有🧊 怕冷 多穿点
7368,小田快醒醒-,2022年12月27日 16:06  来自 微博网页版,妈  本来   通风 还一直抽烟 呛得 死
7375,春节子,2022年12月27日 13:22  来自 iPhone客户端,真 必阳无疑  和一堆杨康  密 通风  那么久 而且他们还 打喷嚏擦鼻涕
7377,Wzqang72866,2022年12月26日 07:36  来自 HUAWEI P40 Pro 5G,为 求签，而 为 和疫情调侃 今 签文“杀 ” 前段有个图片，对应 同时段分别列出进入 赛程  强   强  强 决赛 截止目前，哥哥 仅提前而且依然保持单位四强名次 优化疫情防控措施以来，家人全部中招，单位人大多中招，给 好 同学和单位同事打电话，几乎家家  全部中招，
7378,白剑BJ凌德祥AF6271431038,2022年12月26日 06:40  来自 华为手机 畅享玩不停,如何应对气溶胶传播病毒呢？ 仅奥密克戎，呼吸道 很多病毒  气溶胶传播 气溶胶最好理解  像抽烟产生 烟雾一样  人 房间 抽烟，他走 之后进来 人能闻到烟味，其实这  一种气溶胶，它可以很长时间 空气当中漂浮，它 沉降  遇到 ， 吸进去  但如果及时开窗通风，很
7379,六水嘎,2022年12月26日 02:08  来自 HUAWEI Mate30 Pro 5G,一直认为新冠 针对中国人基因 病毒， 管别人怎么   坚定 认为最好  感染 所以尽管抖音  消杀太过  尽管抖音 奥密克戎 物品上存活  太久  依然 狂喷酒精 每天进门门把手衣服 鞋子 包包快递 买 东西狂喷一遍 从放开开始    开始戴口罩 n 戴 耳朵太疼   戴医用
7380,入江豹子头,2022年12月25日 23:51  来自 iPhone客户端,考完研  虽然还没到一 一  但于 而言 这一 已经结束 P 寒假 时候开学前下 一场大雪  们好开心 之后这一 没再能和小韩见面 因为她暑假留 重庆备考P - 四 份朋友们给 过  超级棒 生  那天本来以为过 成 满课  但 研究生院因为 面试把那一天全部空出来  得以过  生  第三
7385,网络一小丁,2022年12月25日 18:24  来自 iPhone客户端,医生 如有这些症状， 鼓励急于恢复工作 近 ，全国多地出台政策，明确阳性感染者 密切接触者可正常上班， 再 求居家隔离医学观察 一些地方 提出无症状 轻症患者做好个人防护同样可以正常上班 这些人群返岗需 注意啥？记者采访 相关医疗工作者 安徽省蚌埠医学院第一附属医院感
7388,大金空调中国,2022年12月25日 08:00  来自 微博视频号,这  一天 上班状态吗？太真实   L大金空调中国  视频
7389,秋菊春花,2022年12月25日 07:59  来自 OPPO随光而变R17,上海市健康促进中心 双休 非必  外出，给各种聚会按下暂停键 周末正值岁末，聚会聚餐增多 对此，上海市健康促进委员会  上海市健康促进中心特别提醒 双休 非必  外出，给各种聚会按下暂停键，做好自己健康 第一责任人   前往人群聚集 通风条件较差 密闭场所  轻人双休 晚上少
7390,markwang111111,2022年12月25日 06:00  来自 荣耀80 5G,难忘 冬至睁开眼窗外洁白无瑕雪花飘飘荡荡 一夜大地弥漫 寒冷躁动今  冬至如约而至最短  照时间出现最寒冷 一天到 吗前一天 感觉 咳嗽晚上睡眠有些燥热感 同事早些中招已连续两天进行消毒开窗通风及空调关闭查检测结果五雷轰顶虽发烧温度 算太高但浑身酸疼坐立 安
7391,朕的湘你,2022年12月25日 04:51  来自 新冠超话,现  长沙，天 阳 ，无处可躲 长沙放开后两天，女儿 下班回来告诉 ，她左边  老板阳 ，怕传染家人 住  ，第二天跟她同   主任阳 ，右边  四个人阳 三个，她每天上班，先酒精消毒，然后肥皂洗手，再 拖地，做完这些再工作，一整天 带口罩，食堂阿姨 阳 ，己
7392,不-要-读-研,2022年12月25日 02:33  来自 iPhone客户端,面罩和帽子把头勒 死紧，长时间戴n ，间断总有缺氧感， 戴 直面全 阳 病房，只能时 时去阳台吹个冷风呼吸下新鲜空气 晚上 开门窗通风太冷， 通风开空调又怕病毒根本 敢喝水吃东西 属于 又冷又饿头 痛嘴 干
7393,阿阿阿阿阿阿阿开,2022年12月25日 01:46  来自 Neo5活力版 生而为赢,常常觉得， 太 自由 ， 既没有多少自己 空间， 没有多少自己 时间 即使从很小 时候开始 有自己 房间 ，但那并  自己 房间，房门  允许 擅自关上  妈，  幽灵，随时 有可能潜伏 门后偷偷观察 有没有认真写作业，无论 出现还 离开 悄然无声 有时候  走神，她 冷
7394,sunnydu,2022年12月24日 23:08  来自 我机智的小脑瓜,趁 周末跑去单位上班，因为 楼几乎没人很safe   敢开空调又开 点窗户通风虽然脚底下开 暖风机但还 很冷🥶希望下周能把手上 活儿 干完这样子 真 可以等过
7404,阿喜妹砸,2022年12月24日 17:26  来自 iPhone客户端,还 想记录一下这件事 周四中午 点半，从 出发和超儿，萌一起去食堂吃饭 上午超儿 微信群 喊 好冷 最近虽然开 空调，可 开 窗户通风，所以 们 觉得冷，  让她把窗户关一关，她 午饭后准备开溜回家睡觉，她晚上没睡好觉得困 到 食堂，间隔一米排队，顺序  ，她，大叔
7409,大美同心,2022年12月24日 16:17  来自 微博网页版,广大居民朋友 当前疫情防控面临新形势新任务，每个人  自己健康 第一责任人，疫情防控需 全社会参与，共同筑牢防线 为更加科学精准做好疫情防控工作，最大程度保护人民群众生命安全和身体健康，现发出如下倡议 一 积极接种新冠疫苗 接种疫苗有助于降低感染后发生重症和死亡 风险，尤其能够
7410,果蔬肉鱼来一套,2022年12月24日 14:45  来自 iPhone客户端,室友中午开始发烧，这会儿已经 .  即便前两天 俩 有n +酒精消毒+开窗通风，但  传染能力还 非同凡响    一直喉咙痒和咳嗽，但好歹体温 正常 所以天选做饭人 能苟到最后，果然 真  趁 她还清醒， 还OK， 们赶紧把床单和换洗衣物 洗好晾好，再下单一波瓜果蔬菜回来，一会
7415,张不开衍,2022年12月24日 11:53  来自 微博轻享版,没有暖气  还 开窗通风喷
7418,酷儿爵色,2022年12月24日 10:54  来自 荣耀60 Pro 5G,以前没觉得影响生活，方方面面 没有，想吃火锅吃火锅，想玩游戏玩游戏，想逛街逛公园想去哪儿去哪儿，只有跨省 时候面临三天两检七天居家才觉得 方便，大骂一刀切 如今快递 发货，发货 配送，  快递 到配送中心两天 还没动 哪儿  敢去， 敢去人多 地方， 敢去饭店吃饭，公司餐厅
7425,chd_nina,2022年12月24日 09:50  来自 HUAWEI Mate 30 5G,周围全羊 ，因为共用 卫生间，八天没洗头，七天没洗脸，每天起来酒精 楼道各种喷，开窗通风煮醋杀菌， 拖地，柠檬水提高免疫力，目前身体正常无任何异样， 怕阳 影响工作 但  对接 分包阳   好难  那么问题来  羊 影响工作，还  阳影响工作
7433,我是律师的朋友,2022年12月23日 20:25  来自 iPhone 13 Pro,上海市疫情防控工作领导小组 发布优化新冠病毒感染者居家隔离康复后解除隔离和返岗复工 措施，具体如下 一 阳性感染者同时满足以下两个条件，可结束居家隔离，恢复正常生活和外出 （一）居家隔离应满 天（自出现症状或核酸 抗原检测结果阳性
7445,总有一天会捡到小狗,2022年12月23日 17:32  来自 iPhone客户端,此起彼伏 咳嗽声N 口罩真 很闷， 勒  耳朵磨出水泡 开门通风真 很冷，天大寒砚冰坚，手指 可屈伸
7447,两坨海绵,2022年12月23日 16:48  来自 微博网页版,小阳人 day day 没有记录，因为症状 差 多，截止 ，已经到 尾声阶段  早上发现，虽然咳嗽，但 痰比前几天 容易咳出来，但 偶尔或者吃到干 东西还 会咳得半死 活   结合点自身经验 话，可以给还没有感染 朋友一点小建议  .药物可以 用多囤 知道现  药 比较难买，最 紧
7448,宇宙飞船像馅饼zzz,2022年12月23日 16:36  来自 iPhone客户端,楼下 女同事问  们 为什么 开空调，  他们还 通风呢她 通风 一回事，别到时候把自己冻感冒 ， 心想  ， 这两天喉咙还真有点 舒服，总觉得自己   咳咳
7450,kyrie诶,2022年12月23日 15:26  来自 iPhone客户端,分 新发色 开窗开门通风太冷怎么办
7451,外卖员刘二愣,2022年12月23日 15:04  来自 搞笑超话,早阳早安心？ 可取 转阴返岗之后， 预防二次感染  L小强    视频
7455,_金奶奶_,2022年12月22日 08:37  来自 荣耀50 5G,图一用来覆盖卫生间下水口，图二布洛芬家 还有七颗，匀几颗给bama，图三艾柱自己长期给🐴用 ，让bama给房间消消毒，每天点一点艾柱通通风再开加热器，还有 肛门退热药，备用 希望  需 药 担心婆婆，希望平安无事mama第二针  敢去医院打，再缓缓看看  昨天🐴办
7456,扶光初尘,2022年12月22日 08:18  来自 iPhone客户端,每天  少几个人但地铁上 “🐑康”多起来 ，咳嗽声此起彼伏这种感觉 像 被 明物种追杀 知道它 哪儿，可能 某个转角突然间冲出来捉住   消毒  通风会被憋S， 消毒心 慌S🙉
7462,李怀双,2022年12月21日 18:46  来自 OPPO超视野全面屏R15,，到校上课，  第一节课，班级 还有两名学生，徐娇和王盈 中午到学生食堂 餐，当时 餐 教职工中 有阳     号上过早自习 感觉有点 对劲， 测 一下体温， . 度， 打电话给连襟，问他有没有药， 从学校开车到江山国际花园南门拿 药回到家 睡觉 ，浑身发热， 又打电
7463,_吴大思,2022年12月21日 18:18  来自 iPhone客户端,阳（半）康 人又回到  通风   ，上完一天班感觉耗完所有精力
7464,三色杯一生推,2022年12月21日 17:47  来自 Android,没法通风+全天口罩，导致整天脑袋昏昏沉沉，很痛苦 最重   ， 这种情况下赶ddl， 甚至 知道 画出  个什么东西，根本看 出正确与否
7465,埋头生活的可以呀,2022年12月21日 17:42  来自 iPhone客户端,申请居家 几天，躲躲，毕竟 还有几个顽固分子一直 戴口罩🙃关窗户开空调拒绝通风 常
7466,十三番叫我大脸,2022年12月21日 17:40  来自 iPhone客户端,为 通风 主任把  窗子时常大开 可能还没有被新冠干倒  已经被风寒干倒
7468,努力减肥dehua,2022年12月21日 17:06  来自 Xiaomi Civi 1S,现况 开窗通风，被油漆味熏死 开窗通风，被传染新冠so 什么时候才可以换 and大哥们快回家休息吧
7469,SQ张豫南,2023年01月15日 21:17  来自 社旗超话,致社旗县广大群众朋友 一封信社旗县广大群众朋友  们好 辞旧迎新又一岁，冬去春来迎新    兔 春节即将到来，    起，为期四十天 春运拉开帷幕，交通出行承载 亿万家庭和亲人节 团圆 殷切期盼，同样承载  们对道路交通安全 畅通 有序  懈追求 道路交通安全畅通既
7478,断剑天涯,2023年01月08日 17:04,康复者多久会产生抗体？“一般来 ，免疫力正常 人群，感染后 两至三周 产生抗体 时间 ”什么情况下会“二次感染”？取决两个因素，“第一，抗体水平，一般情况下，抗体产生后  - 个  抗体值 最高峰， - 个 后，抗体下降，二次感染 几率 增大  第
7481,咸阳市广播电视台,2023年01月08日 13:59  来自 iPhone客户端,视频｜孕妇感染新冠会 会传染给胎儿？一定 剖宫产吗？专家解答 少孕妇感染新冠后，总 担心会 会传染给胎儿 对此，记者采访到 西北妇女儿童医院妇产科急诊主任医师贺同强 孕妇感染新冠后会传染给胎儿吗？贺同强称，目前尚无证据表明新冠肺炎病毒能够穿过胎盘感染胎儿，因此无须过度担心 监
7484,二酉姑娘,2023年01月08日 10:59  来自 HUAWEI Mate Xs 2,前天晚上去打 第四针，目前 三针科兴灭活+一针智飞重组蛋白 前面三针灭活大概率 啥用 没有 ，看这个加强针能 能有点用   现    面唯三 冬阴工 ，阳完同事回来上班 没有好好戴口罩 习惯，冬阴工反而比刚开始大规模阳 时候更辛苦 这么多天一直坚持没阳，应该还 因为做好 口罩
